Country Name;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Ouganda;2091.55963143292;2267.72270357093;2031.94669538814;2044.88182485845;2134.00916281741;2189.96485919003;2165.29759404413;2157.95747503369;2312.05752813495;2441.37445233821;2532.21950102069;2684.92035939744;2919.1777540711;3097.63702430616
Ukraine;8453.2998046875;9126.6083984375;9552.314453125;10903.8251953125;10493.7451171875;9921.833984375;10864.6572265625;11536.0810546875;12554.8486328125;14217.486328125;15541.02734375;17846.408203125;14770.0712890625;17630.125
Revenu intermédiaire, tranche supérieure;11061.0655302532;11971.0922637795;12666.8488475204;13299.8992838369;13771.9485407213;13896.7579250594;14415.5775137603;15173.970640418;16141.5906825702;17000.6122002453;17103.2441747707;19260.3688058732;21355.6146818344;23126.433228364
Uruguay;17872.5369681181;19135.3636964186;19495.4223660846;20661.3793411187;21867.8112276315;22168.6114189676;22840.5510745329;23606.6430641876;24386.4944489963;25782.6940702439;25777.7455310901;29441.4774869654;33081.5074307653;34426.6024727939
États-Unis d'Amérique;48650.6643227232;50065.9789470675;51784.4114692048;53409.7507774372;55304.3155317137;57040.2082136605;58206.6141931841;60322.261424175;63201.0458483768;65604.6815198737;64411.3731779373;71318.3073592183;78035.1753604212;82769.4122114214
Ouzbékistan;5504.85637926003;5949.484123529;6168.13764755172;6412.7238692872;6609.76717277711;6799.57332842183;6919.29475621804;7818.01112977428;8128.75520303523;8544.08026729718;8451.72505108114;9247.6438270393;10292.5309427516;11106.9715934786
Saint-Vincent-et-les Grenadines;10561.308030493;10773.6144742571;10988.5026140095;11624.8625142076;12135.5830510291;12378.842727428;13493.4773120997;13575.4319769513;14689.8500710886;15344.3607541942;15417.2129435522;15900.9765805992;18396.4968707685;20349.2285703519
Venezuela (République bolivarienne du);16527.7394079357;17349.1759979718;;;;;;;;;;;;
Îles Vierges britanniques;;;;;;;;;;;;;;
Îles Vierges (EU);41607.5668570907;39006.0820141958;33878.9831086299;32333.9108029093;32360.9003829007;32573.7166812171;33470.5904770327;33893.5501815475;36746.4868901838;40021.7775798024;41749.0800364553;46893.5496988741;49793.0324395718;
Viet Nam;5389.2195698842;5786.12348870721;6376.79765706172;6758.40433634749;7296.8794808738;7671.5819778084;8374.50684516118;9169.73192052855;10009.9714756006;11029.2732083963;11609.3177276423;12048.9019935536;13852.1163600719;14973.8839607259
Vanuatu;2733.45922586053;2815.68693384029;2834.12630869942;2832.00606133005;2905.96094742857;2878.84341716336;2975.53120799348;3145.92734983465;3232.94825794501;3314.66721346101;3117.64425286088;3135.83664939695;3345.26810172903;3460.93371361519
Monde;12852.0810577017;13536.2466946384;14071.8726941033;14593.0254764175;14979.4232650398;15140.6071582966;15592.5469082863;16281.3174917076;17141.1361223307;17962.5365101314;17725.7828913423;19693.2147503565;21654.5145041196;23033.8673463335
Samoa;5229.04191194027;5494.24063118213;5338.73979315826;5386.90063067716;5468.10058514442;5681.77812758001;6141.45089041361;6280.21500465161;6318.26977281397;6638.18454746439;6450.76538360922;6214.01692789558;6260.40238271448;6996.84192109141
Kosovo;7179.22277926688;7776.47393102774;7897.56692777876;8090.75939263902;8200.47420451574;8714.91966356132;9157.04630742908;9380.94007290057;10018.7387080811;10861.0531745974;10532.4995857033;12362.4140965831;13950.8967322411;15141.2457331927
Yémen;3603.0350562724;3113.38292725278;3004.92091434025;3164.32154223615;;;;;;;;;;
Afrique du Sud;12637.2912224786;13143.1933361097;12986.7976675307;13369.4382039605;13358.9417186608;13397.5234813346;13519.3235102376;13738.4385854596;13347.3634826038;13361.4851289112;12671.0862436851;13711.2935730474;14759.4350715619;15194.1991761106
Zambie;3097.66400496223;3228.48714255039;3323.63312219856;3477.28178777683;3441.31497643775;3337.47306887696;3313.35121570029;3391.62768492775;3442.27307196302;3361.39750299612;3157.30009311643;3503.03491418372;3840.72450511141;4076.99508686639
Zimbabwe;1734.4855585966;1993.43530634353;2271.55628046282;2475.2903994577;2553.44421429722;2646.65399283048;2796.79647521944;7045.35742588314;2614.40627109802;3211.47191261594;3510.59403589955;3184.78545138737;3560.04327343522;3820.36262949732
